iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,total_vaccinations_per_hundred,new_vaccinations_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
CHN,Asia,China,23/01/2020,643,95,,18,1,,0.447,0.066,,0.013,0.001,,3.13,,,,,,,,,,,,,,,,,,,,,,44.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,24/01/2020,920,277,,26,8,,0.639,0.192,,0.018,0.006,,3.23,,,,,,,,,,,,,,,,,,,,,,44.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,25/01/2020,1406,486,,42,16,,0.977,0.338,,0.029,0.011,,3.33,,,,,,,,,,,,,,,,,,,,,,47.69,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,26/01/2020,2075,669,,56,14,,1.442,0.465,,0.039,0.01,,3.36,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,27/01/2020,2877,802,,82,26,,1.999,0.557,,0.057,0.018,,3.36,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,28/01/2020,5509,2632,708.714,131,49,16.286,3.827,1.829,0.492,0.091,0.034,0.011,3.36,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,29/01/2020,6087,578,791.286,133,2,16.571,4.229,0.402,0.55,0.092,0.001,0.012,3.08,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,30/01/2020,8141,2054,1071.143,171,38,21.857,5.656,1.427,0.744,0.119,0.026,0.015,2.93,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,31/01/2020,9802,1661,1268.857,213,42,26.714,6.81,1.154,0.882,0.148,0.029,0.019,2.76,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,01/02/2020,11891,2089,1497.857,259,46,31,8.262,1.451,1.041,0.18,0.032,0.022,2.63,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,02/02/2020,16630,4739,2079.286,361,102,43.571,11.554,3.293,1.445,0.251,0.071,0.03,2.53,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,03/02/2020,19716,3086,2405.571,425,64,49,13.698,2.144,1.671,0.295,0.044,0.034,2.34,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,04/02/2020,23707,3991,2599.714,491,66,51.429,16.471,2.773,1.806,0.341,0.046,0.036,2.17,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,05/02/2020,27440,3733,3050.429,563,72,61.429,19.065,2.594,2.119,0.391,0.05,0.043,2.01,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,06/02/2020,30587,3147,3206.571,633,70,66,21.251,2.186,2.228,0.44,0.049,0.046,1.85,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,07/02/2020,34110,3523,3472.571,718,85,72.143,23.699,2.448,2.413,0.499,0.059,0.05,1.73,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,08/02/2020,36814,2704,3560.429,805,87,78,25.577,1.879,2.474,0.559,0.06,0.054,1.62,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,09/02/2020,39829,3015,3314.143,905,100,77.714,27.672,2.095,2.303,0.629,0.069,0.054,1.55,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,10/02/2020,42354,2525,3234,1012,107,83.857,29.426,1.754,2.247,0.703,0.074,0.058,1.49,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,11/02/2020,44386,2032,2954.143,1112,100,88.714,30.838,1.412,2.052,0.773,0.069,0.062,1.47,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,12/02/2020,44759,373,2474.143,1117,5,79.143,31.097,0.259,1.719,0.776,0.003,0.055,1.48,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,13/02/2020,59895,15136,4186.857,1369,252,105.143,41.613,10.516,2.909,0.951,0.175,0.073,1.57,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,14/02/2020,66358,6463,4606.857,1521,152,114.714,46.104,4.49,3.201,1.057,0.106,0.08,1.37,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,15/02/2020,68413,2055,4514.143,1663,142,122.571,47.531,1.428,3.136,1.155,0.099,0.085,1.17,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,16/02/2020,70513,2100,4383.429,1766,103,123,48.99,1.459,3.045,1.227,0.072,0.085,1.01,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,17/02/2020,72434,1921,4297.143,1864,98,121.714,50.325,1.335,2.986,1.295,0.068,0.085,0.87,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,18/02/2020,74211,1777,4260.714,2003,139,127.286,51.56,1.235,2.96,1.392,0.097,0.088,0.75,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,19/02/2020,74619,408,4265.714,2116,113,142.714,51.843,0.283,2.964,1.47,0.079,0.099,0.65,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,20/02/2020,75077,458,2168.857,2238,122,124.143,52.161,0.318,1.507,1.555,0.085,0.086,0.57,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,21/02/2020,75550,473,1313.143,2238,0,102.429,52.49,0.329,0.912,1.555,0,0.071,0.51,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,22/02/2020,77001,1451,1226.857,2443,205,111.429,53.498,1.008,0.852,1.697,0.142,0.077,0.47,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,23/02/2020,77022,21,929.857,2445,2,97,53.513,0.015,0.646,1.699,0.001,0.067,0.42,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,24/02/2020,77241,219,686.714,2595,150,104.429,53.665,0.152,0.477,1.803,0.104,0.073,0.39,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,25/02/2020,77754,513,506.143,2665,70,94.571,54.021,0.356,0.352,1.852,0.049,0.066,0.38,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,26/02/2020,78166,412,506.714,2717,52,85.857,54.307,0.286,0.352,1.888,0.036,0.06,0.36,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,27/02/2020,78600,434,503.286,2746,29,72.571,54.609,0.302,0.35,1.908,0.02,0.05,0.35,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,28/02/2020,78928,328,482.571,2790,44,78.857,54.837,0.228,0.335,1.938,0.031,0.055,0.34,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,29/02/2020,79356,428,336.429,2837,47,56.286,55.134,0.297,0.234,1.971,0.033,0.039,0.34,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,01/03/2020,79932,576,415.714,2872,35,61,55.534,0.4,0.289,1.995,0.024,0.042,0.33,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,02/03/2020,80136,204,413.571,2914,42,45.571,55.676,0.142,0.287,2.025,0.029,0.032,0.3,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,03/03/2020,80261,125,358.143,2947,33,40.286,55.763,0.087,0.249,2.047,0.023,0.028,0.28,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,04/03/2020,80386,125,317.143,2983,36,38,55.85,0.087,0.22,2.073,0.025,0.026,0.26,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,05/03/2020,80537,151,276.714,3015,32,38.429,55.955,0.105,0.192,2.095,0.022,0.027,0.25,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,06/03/2020,80690,153,251.714,3044,29,36.286,56.061,0.106,0.175,2.115,0.02,0.025,0.24,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,07/03/2020,80770,80,202,3072,28,33.571,56.117,0.056,0.14,2.134,0.019,0.023,0.23,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,08/03/2020,80823,53,127.286,3100,28,32.571,56.153,0.037,0.088,2.154,0.019,0.023,0.22,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,09/03/2020,80860,37,103.429,3123,23,29.857,56.179,0.026,0.072,2.17,0.016,0.021,0.21,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,10/03/2020,80887,27,89.429,3139,16,27.429,56.198,0.019,0.062,2.181,0.011,0.019,0.21,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,11/03/2020,80921,34,76.429,3161,22,25.429,56.222,0.024,0.053,2.196,0.015,0.018,0.22,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,12/03/2020,80932,11,56.429,3172,11,22.429,56.229,0.008,0.039,2.204,0.008,0.016,0.23,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,13/03/2020,80945,13,36.429,3180,8,19.429,56.238,0.009,0.025,2.209,0.006,0.013,0.26,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,14/03/2020,80977,32,29.571,3193,13,17.286,56.26,0.022,0.021,2.218,0.009,0.012,0.29,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,15/03/2020,81003,26,25.714,3203,10,14.714,56.279,0.018,0.018,2.225,0.007,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,16/03/2020,81033,30,24.714,3217,14,13.429,56.299,0.021,0.017,2.235,0.01,0.009,0.37,,,,,,,,,,,,,,,,,,,,,,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,17/03/2020,81058,25,24.429,3230,13,13,56.317,0.017,0.017,2.244,0.009,0.009,0.43,,,,,,,,,,,,,,,,,,,,,,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,18/03/2020,81102,44,25.857,3241,11,11.429,56.347,0.031,0.018,2.252,0.008,0.008,0.49,,,,,,,,,,,,,,,,,,,,,,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,19/03/2020,81156,54,32,3249,8,11,56.385,0.038,0.022,2.257,0.006,0.008,0.57,,,,,,,,,,,,,,,,,,,,,,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,20/03/2020,81250,94,43.571,3253,4,10.429,56.45,0.065,0.03,2.26,0.003,0.007,0.64,,,,,,,,,,,,,,,,,,,,,,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,21/03/2020,81305,55,46.857,3259,6,9.429,56.488,0.038,0.033,2.264,0.004,0.007,0.7,,,,,,,,,,,,,,,,,,,,,,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,22/03/2020,81435,130,61.714,3274,15,10.143,56.579,0.09,0.043,2.275,0.01,0.007,0.77,,,,,,,,,,,,,,,,,,,,,,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,23/03/2020,81498,63,66.429,3274,0,8.143,56.622,0.044,0.046,2.275,0,0.006,0.8,,,,,,,,,,,,,,,,,,,,,,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,24/03/2020,81591,93,76.143,3281,7,7.286,56.687,0.065,0.053,2.28,0.005,0.005,0.84,,,,,,,,,,,,,,,,,,,,,,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,25/03/2020,81661,70,79.857,3285,4,6.286,56.736,0.049,0.055,2.282,0.003,0.004,0.88,,,,,,,,,,,,,,,,,,,,,,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,26/03/2020,81782,121,89.429,3291,6,6,56.82,0.084,0.062,2.286,0.004,0.004,0.91,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,27/03/2020,81897,115,92.429,3296,5,6.143,56.9,0.08,0.064,2.29,0.003,0.004,0.93,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,28/03/2020,81999,102,99.143,3299,3,5.714,56.971,0.071,0.069,2.292,0.002,0.004,0.93,,,,,,,,,,,,,,,,,,,,,,73.61,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,29/03/2020,82122,123,98.143,3304,5,4.286,57.056,0.085,0.068,2.296,0.003,0.003,0.92,,,,,,,,,,,,,,,,,,,,,,73.61,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,30/03/2020,82198,76,100,3308,4,4.857,57.109,0.053,0.069,2.298,0.003,0.003,0.9,,,,,,,,,,,,,,,,,,,,,,73.61,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,31/03/2020,82279,81,98.286,3309,1,4,57.165,0.056,0.068,2.299,0.001,0.003,0.89,,,,,,,,,,,,,,,,,,,,,,73.61,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,01/04/2020,82361,82,100,3316,7,4.429,57.222,0.057,0.069,2.304,0.005,0.003,0.87,,,,,,,,,,,,,,,,,,,,,,73.61,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,02/04/2020,82432,71,92.857,3322,6,4.429,57.271,0.049,0.065,2.308,0.004,0.003,0.86,,,,,,,,,,,,,,,,,,,,,,73.61,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,03/04/2020,82511,79,87.714,3326,4,4.286,57.326,0.055,0.061,2.311,0.003,0.003,0.85,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,04/04/2020,82543,32,77.714,3330,4,4.429,57.348,0.022,0.054,2.314,0.003,0.003,0.84,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,05/04/2020,82602,59,68.571,3333,3,4.143,57.389,0.041,0.048,2.316,0.002,0.003,0.85,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,06/04/2020,82665,63,66.714,3335,2,3.857,57.433,0.044,0.046,2.317,0.001,0.003,0.88,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,07/04/2020,82718,53,62.714,3335,0,3.714,57.47,0.037,0.044,2.317,0,0.003,0.9,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,08/04/2020,82809,91,64,3337,2,3,57.533,0.063,0.044,2.318,0.001,0.002,0.94,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,09/04/2020,82883,74,64.429,3339,2,2.429,57.585,0.051,0.045,2.32,0.001,0.002,0.96,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,10/04/2020,82941,58,61.429,3340,1,2,57.625,0.04,0.043,2.321,0.001,0.001,0.98,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,11/04/2020,83014,73,67.286,3343,3,1.857,57.676,0.051,0.047,2.323,0.002,0.001,1,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,12/04/2020,83134,120,76,3343,0,1.429,57.759,0.083,0.053,2.323,0,0.001,1.03,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,13/04/2020,83213,79,78.286,3345,2,1.429,57.814,0.055,0.054,2.324,0.001,0.001,1.03,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
