location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case
United Kingdom,2020-01-31,2,2,,,,,0.029,0.029,,,,,,,,,,,,,,,,,,,,
United Kingdom,2020-02-01,2,0,,,,,0.029,0,,,,,,,,,,,,,,,,,,,,
United Kingdom,2020-02-02,2,0,,,,,0.029,0,,,,,,,,,,,,,,,,,,,,
United Kingdom,2020-02-03,8,6,,,,,0.118,0.088,,,,,,,,,,,,,,,,,,,,
United Kingdom,2020-02-04,8,0,,,,,0.118,0,,,,,,,,,,,,,,,,,,,,
United Kingdom,2020-02-05,9,1,1.286,,,0,0.133,0.015,0.019,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-06,9,0,1.286,,,0,0.133,0,0.019,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-07,9,0,1,,,0,0.133,0,0.015,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-08,13,4,1.571,,,0,0.191,0.059,0.023,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-09,14,1,1.714,,,0,0.206,0.015,0.025,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-10,14,0,0.857,,,0,0.206,0,0.013,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-11,15,1,1,,,0,0.221,0.015,0.015,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-12,16,1,1,,,0,0.236,0.015,0.015,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-13,17,1,1.143,,,0,0.25,0.015,0.017,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-14,18,1,1.286,,,0,0.265,0.015,0.019,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-15,18,0,0.714,,,0,0.265,0,0.011,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-16,18,0,0.571,,,0,0.265,0,0.008,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-17,19,1,0.714,,,0,0.28,0.015,0.011,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-18,19,0,0.571,,,0,0.28,0,0.008,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-19,20,1,0.571,,,0,0.295,0.015,0.008,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-20,22,2,0.714,,,0,0.324,0.029,0.011,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-21,23,1,0.714,,,0,0.339,0.015,0.011,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-22,23,0,0.714,,,0,0.339,0,0.011,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-23,28,5,1.429,,,0,0.412,0.074,0.021,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-24,30,2,1.571,,,0,0.442,0.029,0.023,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-25,34,4,2.143,,,0,0.501,0.059,0.032,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-26,37,3,2.429,,,0,0.545,0.044,0.036,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-27,44,7,3.143,,,0,0.648,0.103,0.046,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-28,56,12,4.714,,,0,0.825,0.177,0.069,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-02-29,61,5,5.429,,,0,0.899,0.074,0.08,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-03-01,94,33,9.429,,,0,1.385,0.486,0.139,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-03-02,134,40,14.857,,,0,1.974,0.589,0.219,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-03-03,189,55,22.143,,,0,2.784,0.81,0.326,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-03-04,246,57,29.857,,,0,3.624,0.84,0.44,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-03-05,295,49,35.857,,,0,4.346,0.722,0.528,,,0,,,,,,,,,,,,,,,,
United Kingdom,2020-03-06,374,79,45.429,1,1,0.143,5.509,1.164,0.669,0.015,0.015,0.002,,,,,,,,,,,,,,,,
United Kingdom,2020-03-07,429,55,52.571,2,1,0.286,6.319,0.81,0.774,0.029,0.015,0.004,,,,,,,,,,,,,,,,
United Kingdom,2020-03-08,483,54,55.571,2,0,0.286,7.115,0.795,0.819,0.029,0,0.004,,,,,,,,,,,,,,,,
United Kingdom,2020-03-09,630,147,70.857,3,1,0.429,9.28,2.165,1.044,0.044,0.015,0.006,,,,,,,,,,,,,,,,
United Kingdom,2020-03-10,889,259,100,7,4,1,13.095,3.815,1.473,0.103,0.059,0.015,,,,,,,,,,,,,,,,
United Kingdom,2020-03-11,1301,412,150.714,7,0,1,19.164,6.069,2.22,0.103,0,0.015,,,,,,,,,,,,,,,,
United Kingdom,2020-03-12,1790,489,213.571,9,2,1.286,26.368,7.203,3.146,0.133,0.029,0.019,,,,,,,,,,,,,,,,
United Kingdom,2020-03-13,2270,480,270.857,10,1,1.286,33.438,7.071,3.99,0.147,0.015,0.019,,,,,,,,,,,,,,,,
United Kingdom,2020-03-14,2634,364,315,29,19,3.857,38.8,5.362,4.64,0.427,0.28,0.057,,,,,,,,,,,,,,,,
United Kingdom,2020-03-15,3077,443,370.571,43,14,5.857,45.326,6.526,5.459,0.633,0.206,0.086,,,,,,,,,,,,,,,,
United Kingdom,2020-03-16,3692,615,437.429,66,23,9,54.385,9.059,6.444,0.972,0.339,0.133,,,,,,,,,,,,,,,,
United Kingdom,2020-03-17,4462,770,510.429,83,17,10.857,65.728,11.343,7.519,1.223,0.25,0.16,,,,,,,,,,,,,,,,
United Kingdom,2020-03-18,5467,1005,595.143,117,34,15.714,80.532,14.804,8.767,1.723,0.501,0.231,,,,,,,,,,,,,,,,
United Kingdom,2020-03-19,6533,1066,677.571,163,46,22,96.235,15.703,9.981,2.401,0.678,0.324,,,,,,,,,,,,,,,,
United Kingdom,2020-03-20,7791,1258,788.714,195,32,26.429,114.766,18.531,11.618,2.872,0.471,0.389,,,,,,,,,,,,,,,,
United Kingdom,2020-03-21,9006,1215,910.286,253,58,32,132.664,17.898,13.409,3.727,0.854,0.471,,,,,,,,,,,,,,,,
United Kingdom,2020-03-22,10395,1389,1045.429,289,36,35.143,153.124,20.461,15.4,4.257,0.53,0.518,,,,,,,,,,,,,,,,
United Kingdom,2020-03-23,12744,2349,1293.143,365,76,42.714,187.726,34.602,19.049,5.377,1.12,0.629,,,,,,,,,,,,,,,,
United Kingdom,2020-03-24,15126,2382,1523.429,513,148,61.429,222.815,35.088,22.441,7.557,2.18,0.905,,,,,,,,,,,,,,,,
United Kingdom,2020-03-25,17843,2717,1768,704,191,83.857,262.838,40.023,26.044,10.37,2.814,1.235,,,,,,,,,,,,,,,,
United Kingdom,2020-03-26,20970,3127,2062.429,886,182,103.286,308.9,46.063,30.381,13.051,2.681,1.521,,,,,,,,,,,,,,,,
United Kingdom,2020-03-27,24219,3249,2346.857,1174,288,139.857,356.76,47.86,34.571,17.294,4.242,2.06,,,7264,107.003,,,,,,,,,,,,
United Kingdom,2020-03-28,27062,2843,2579.429,1466,292,173.286,398.639,41.879,37.996,21.595,4.301,2.553,,,8275,121.896,,,,,,,,,,,,
United Kingdom,2020-03-29,29954,2892,2794.143,1679,213,198.571,441.24,42.601,41.159,24.733,3.138,2.925,,,9522,140.265,,,13911,204.917,,,,,,,,
United Kingdom,2020-03-30,34281,4327,3076.714,2053,374,241.143,504.979,63.739,45.322,30.242,5.509,3.552,,,11090,163.362,,,,,,,,,,,,
United Kingdom,2020-03-31,38815,4534,3384.143,2457,404,277.714,571.767,66.788,49.85,36.193,5.951,4.091,,,12595,185.532,,,,,11896,155174,2.286,0.175,,,,
United Kingdom,2020-04-01,43789,4974,3706.571,3130,673,346.571,645.037,73.27,54.6,46.107,9.914,5.105,,,13635,200.851,,,,,11924,167098,2.461,0.176,,,,
United Kingdom,2020-04-02,48718,4929,3964,3787,657,414.429,717.644,72.607,58.392,55.785,9.678,6.105,1813,26.707,13873,204.357,,,,,13457,182047,2.682,0.198,,,,
United Kingdom,2020-04-03,53699,4981,4211.429,4524,737,478.571,791.017,73.373,62.037,66.641,10.856,7.05,2120,31.229,15545,228.987,,,,,14293,222937,3.284,0.211,,,,
United Kingdom,2020-04-04,57772,4073,4387.143,5281,757,545,851.015,59.998,64.625,77.792,11.151,8.028,2309,34.013,17500,257.785,,,,,15899,238836,3.518,0.234,,,,
United Kingdom,2020-04-05,61422,3650,4495.429,5882,601,600.429,904.781,53.767,66.22,86.645,8.853,8.845,2469,36.37,18852,277.701,,,21635,318.696,12733,251569,3.706,0.188,,,,
United Kingdom,2020-04-06,66738,5316,4636.714,6452,570,628.429,983.089,78.308,68.301,95.042,8.396,9.257,2644,38.948,19490,287.099,,,,,13684,265885,3.917,0.202,,,,
United Kingdom,2020-04-07,72224,5486,4772.714,7557,1105,728.571,1063.901,80.812,70.305,111.319,16.277,10.732,2864,42.188,20231,298.014,,,,,14419,280304,4.129,0.212,17876,0.263,0.267,3.7
United Kingdom,2020-04-08,77387,5163,4799.714,8589,1032,779.857,1139.955,76.054,70.703,126.521,15.202,11.488,2967,43.706,20737,305.468,,,,,16443,296747,4.371,0.242,18521,0.273,0.259,3.9
United Kingdom,2020-04-09,82293,4906,4796.429,9706,1117,845.571,1212.223,72.268,70.654,142.975,16.454,12.456,2963,43.647,21002,309.372,,,,,18843,315141,4.642,0.278,19013,0.28,0.252,4
United Kingdom,2020-04-10,86660,4367,4708.714,10829,1123,900.714,1276.552,64.328,69.362,159.517,16.542,13.268,3228,47.55,21277,313.422,,,,,17737,332925,4.904,0.261,15713,0.231,0.3,3.3
United Kingdom,2020-04-11,90273,3613,4643,11673,844,913.143,1329.773,53.222,68.394,171.95,12.433,13.451,3274,48.228,21251,313.039,,,,,17650,350575,5.164,0.26,15963,0.235,0.291,3.4
United Kingdom,2020-04-12,93812,3539,4627.143,12330,657,921.143,1381.905,52.132,68.16,181.628,9.678,13.569,3301,48.626,21684,319.418,,,18482,272.251,14506,365081,5.378,0.214,16216,0.239,0.285,3.5
United Kingdom,2020-04-13,98017,4205,4468.429,13055,725,943.286,1443.847,61.942,65.823,192.308,10.68,13.895,3277,48.272,21304,313.82,,,,,14567,379649,5.592,0.215,16252,0.239,0.275,3.6
United Kingdom,2020-04-14,102365,4348,4305.857,14135,1080,939.714,1507.896,64.049,63.428,208.217,15.909,13.843,3234,47.639,21277,313.422,,,,,15991,395912,5.832,0.236,16515,0.243,0.261,3.8
United Kingdom,2020-04-15,107465,5100,4296.857,15019,884,918.571,1583.021,75.126,63.295,221.239,13.022,13.531,3228,47.55,20578,303.126,,,,,18489,414469,6.105,0.272,16817,0.248,0.256,3.9
United Kingdom,2020-04-16,112808,5343,4359.286,16059,1040,907.571,1661.727,78.705,64.215,236.558,15.32,13.369,3222,47.462,20385,300.283,,,,,20906,435389,6.414,0.308,17178,0.253,0.254,3.9
United Kingdom,2020-04-17,117798,4990,4448.286,16973,914,877.714,1735.232,73.506,65.526,250.022,13.464,12.929,3162,46.578,19326,284.683,,,,,21081,456527,6.725,0.311,17657,0.26,0.252,4
United Kingdom,2020-04-18,122534,4736,4608.714,18081,1108,915.429,1804.997,69.764,67.889,266.344,16.321,13.485,3247,47.83,19453,286.554,,,,,21249,477776,7.038,0.313,18172,0.268,0.254,3.9
United Kingdom,2020-04-19,126394,3860,4654.571,18514,433,883.429,1861.857,56.86,68.565,272.722,6.378,13.013,3176,46.784,19570,288.277,,,13391,197.257,19316,497092,7.322,0.285,18859,0.278,0.247,4.1
United Kingdom,2020-04-20,131260,4866,4749,19090,576,862.143,1933.536,71.679,69.956,281.207,8.485,12.7,3130,46.107,19327,284.698,,,,,17365,532229,7.84,0.256,21797,0.321,0.218,4.6
United Kingdom,2020-04-21,136035,4775,4810,20314,1224,882.714,2003.874,70.339,70.854,299.237,18.03,13.003,3036,44.722,19136,281.884,,,,,22763,554992,8.175,0.335,22726,0.335,0.212,4.7
United Kingdom,2020-04-22,141540,5505,4867.857,21171,857,878.857,2084.966,81.092,71.706,311.861,12.624,12.946,2964,43.661,18530,272.958,,,,,23073,578066,8.515,0.34,23371,0.344,0.208,4.8
United Kingdom,2020-04-23,146708,5168,4842.857,21855,684,828,2161.093,76.128,71.338,321.937,10.076,12.197,2867,42.233,17864,263.147,,,,,28024,606093,8.928,0.413,24386,0.359,0.199,5
United Kingdom,2020-04-24,151689,4981,4841.571,22873,1018,842.857,2234.466,73.373,71.319,336.932,14.996,12.416,2703,39.817,17060,251.304,,,,,28225,634319,9.344,0.416,25399,0.374,0.191,5.2
United Kingdom,2020-04-25,155453,3764,4702.714,23689,816,801.143,2289.912,55.446,69.274,348.953,12.02,11.801,2702,39.802,16601,244.542,,,,,29058,663377,9.772,0.428,26514,0.391,0.177,5.6
United Kingdom,2020-04-26,158926,3473,4647.429,24053,364,791.286,2341.072,51.159,68.459,354.315,5.362,11.656,2580,38.005,16552,243.821,,,10625,156.512,31610,694987,10.238,0.466,28271,0.416,0.164,6.1
United Kingdom,2020-04-27,163630,4704,4624.286,24376,323,755.143,2410.364,69.293,68.118,359.073,4.758,11.124,2460,36.237,16658,245.382,,,,,31453,726553,10.703,0.463,27761,0.409,0.167,6
United Kingdom,2020-04-28,168357,4727,4617.429,25347,971,719,2479.996,69.631,68.017,373.376,14.303,10.591,2353,34.661,15873,233.818,,,,,45263,771817,11.369,0.667,30975,0.456,0.149,6.7
United Kingdom,2020-04-29,173807,5450,4609.571,26118,771,706.714,2560.277,80.282,67.902,384.733,11.357,10.41,2286,33.674,15517,228.574,,,,,65643,839597,12.368,0.967,37362,0.55,0.123,8.1
United Kingdom,2020-04-30,178771,4964,4580.429,26754,636,699.857,2633.4,73.123,67.472,394.102,9.369,10.309,2224,32.761,15160,223.316,,,,,83143,922684,13.592,1.225,45227,0.666,0.101,9.9
United Kingdom,2020-05-01,183501,4730,4544.571,27454,700,654.429,2703.076,69.676,66.944,404.413,10.311,9.64,2178,32.083,14719,216.819,,,,,74142,996826,14.684,1.092,51787,0.763,0.088,11.4
United Kingdom,2020-05-02,186731,3230,4468.286,28039,585,621.429,2750.655,47.58,65.82,413.031,8.617,9.154,2068,30.463,14376,211.767,,,,,63559,1060387,15.62,0.936,56716,0.835,0.079,12.7
United Kingdom,2020-05-03,189708,2977,4397.429,28292,253,605.571,2794.508,43.853,64.777,416.757,3.727,8.92,2009,29.594,14184,208.939,,,9617,141.664,68203,1128590,16.625,1.005,61943,0.912,0.071,14.1
United Kingdom,2020-05-04,193091,3383,4208.714,28565,273,598.429,2844.342,49.834,61.997,420.779,4.021,8.815,1936,28.518,14092,207.583,,,,,72630,1208190,17.797,1.07,68805,1.014,0.061,16.3
United Kingdom,2020-05-05,196780,3689,4060.429,29290,725,563.286,2898.683,54.341,59.812,431.459,10.68,8.298,1874,27.605,13718,202.074,,,,,66919,1270344,18.713,0.986,71218,1.049,0.057,17.5
United Kingdom,2020-05-06,200616,3836,3829.857,29937,647,545.571,2955.189,56.506,56.416,440.989,9.531,8.037,1802,26.544,13143,193.604,,,,,74455,1347190,19.845,1.097,72513,1.068,0.053,18.9
United Kingdom,2020-05-07,204387,3771,3659.429,30395,458,520.143,3010.738,55.549,53.905,447.736,6.747,7.662,1685,24.821,12622,185.929,,,,,77466,1424655,20.986,1.141,71710,1.056,0.051,19.6
United Kingdom,2020-05-08,207439,3052,3419.714,30975,580,503,3055.696,44.958,50.374,456.28,8.544,7.409,1642,24.188,12049,177.489,,,,,76963,1501622,22.12,1.134,72114,1.062,0.047,21.1
United Kingdom,2020-05-09,209589,2150,3265.429,31250,275,458.714,3087.367,31.671,48.102,460.331,4.051,6.757,1585,23.348,12017,177.017,,,,,77152,1578774,23.256,1.136,74055,1.091,0.044,22.7
United Kingdom,2020-05-10,211911,2322,3171.857,31467,217,453.571,3121.571,34.204,46.723,463.527,3.197,6.681,1538,22.656,11723,172.687,,,7533,110.965,76507,1655281,24.383,1.127,75242,1.108,0.042,23.7
United Kingdom,2020-05-11,215500,3589,3201.286,31655,188,441.429,3174.439,52.868,47.157,466.296,2.769,6.502,1485,21.875,11963,176.222,,,,,70332,1725696,25.42,1.036,73929,1.089,0.043,23.1
United Kingdom,2020-05-12,218895,3395,3159.286,32270,615,425.714,3224.45,50.01,46.538,475.356,9.059,6.271,1414,20.829,11587,170.683,,,,,74593,1800289,26.519,1.099,75706,1.115,0.042,24
United Kingdom,2020-05-13,222195,3300,3082.714,32718,448,397.286,3273.061,48.611,45.41,481.955,6.599,5.852,1342,19.768,11338,167.015,,,,,83182,1884165,27.755,1.225,76711,1.13,0.04,24.9
United Kingdom,2020-05-14,224813,2618,2918,33071,353,382.286,3311.625,38.565,42.984,487.155,5.2,5.631,1314,19.356,10916,160.799,,,,,84693,1968871,29.003,1.248,77745,1.145,0.038,26.6
United Kingdom,2020-05-15,227334,2521,2842.143,33422,351,349.571,3348.761,37.136,41.866,492.325,5.17,5.149,1337,19.695,10686,157.411,,,,,91342,2060212,30.348,1.346,79799,1.175,0.036,28.1
United Kingdom,2020-05-16,229406,2072,2831,33833,411,369,3379.283,30.522,41.702,498.38,6.054,5.436,1234,18.178,10233,150.738,,,,,91360,2151572,31.694,1.346,81828,1.205,0.035,28.9
United Kingdom,2020-05-17,231232,1826,2760.143,33900,67,347.571,3406.181,26.898,40.658,499.367,0.987,5.12,1196,17.618,10194,150.164,,,6358,93.657,81278,2232850,32.891,1.197,82510,1.215,0.033,29.9
United Kingdom,2020-05-18,233809,2577,2615.571,34046,146,341.571,3444.141,37.961,38.529,501.517,2.151,5.032,1141,16.808,10227,150.65,,,,,70074,2302976,33.924,1.032,82469,1.215,0.032,31.5
United Kingdom,2020-05-19,236867,3058,2567.429,34547,501,325.286,3489.188,45.046,37.82,508.897,7.38,4.792,1106,16.292,10009,147.438,,,,,86041,2380736,35.07,1.267,82921,1.221,0.031,32.3
United Kingdom,2020-05-20,239579,2712,2483.429,34876,329,308.286,3529.137,39.949,36.582,513.744,4.846,4.541,1034,15.231,9559,140.81,,,,,86634,2467369,36.346,1.276,83315,1.227,0.03,33.5
United Kingdom,2020-05-21,242133,2554,2474.286,35149,273,296.857,3566.759,37.622,36.448,517.765,4.021,4.373,1008,14.848,9289,136.832,,,,,105655,2573033,37.902,1.556,86309,1.271,0.029,34.9
United Kingdom,2020-05-22,244174,2041,2405.714,35440,291,288.286,3596.824,30.065,35.438,522.052,4.287,4.247,964,14.2,9181,135.241,,,,,91196,2664230,39.246,1.343,86288,1.271,0.028,35.9
United Kingdom,2020-05-23,245682,1508,2325.143,35660,220,261,3619.038,22.214,34.251,525.292,3.241,3.845,928,13.67,8811,129.791,,,,,91841,2756068,40.598,1.353,86357,1.272,0.027,37.1
United Kingdom,2020-05-24,247037,1355,2257.857,36039,379,305.571,3638.998,19.96,33.26,530.875,5.583,4.501,886,13.051,8811,129.791,,,5388,79.368,59464,2815535,41.474,0.876,83241,1.226,0.027,36.9
United Kingdom,2020-05-25,248650,1613,2120.143,36143,104,299.571,3662.758,23.76,31.231,532.407,1.532,4.413,863,12.712,8833,130.115,,,,,78385,2963880,43.66,1.155,94415,1.391,0.022,44.5
United Kingdom,2020-05-26,250309,1659,1920.286,36274,131,246.714,3687.196,24.438,28.287,534.337,1.93,3.634,847,12.477,8728,128.568,,,,,77745,3041801,44.807,1.145,94438,1.391,0.02,49.2
United Kingdom,2020-05-27,252118,1809,1791.286,36696,422,260,3713.844,26.648,26.387,540.553,6.216,3.83,783,11.534,8215,121.012,,,,,82670,3124473,46.025,1.218,93872,1.383,0.019,52.4
United Kingdom,2020-05-28,253854,1736,1674.429,37039,343,270,3739.416,25.572,24.665,545.606,5.053,3.977,751,11.063,7903,116.416,,,,,101753,3226227,47.524,1.499,93313,1.375,0.018,55.7
United Kingdom,2020-05-29,255362,1508,1598.286,37313,274,267.571,3761.63,22.214,23.544,549.642,4.036,3.941,719,10.591,7583,111.702,,,,,105459,3331686,49.078,1.553,95351,1.405,0.017,59.7
United Kingdom,2020-05-30,256469,1107,1541,37467,154,258.143,3777.936,16.307,22.7,551.911,2.269,3.803,704,10.37,7264,107.003,,,,,96995,3428684,50.506,1.429,96088,1.415,0.016,62.4
United Kingdom,2020-05-31,257539,1070,1500.286,37527,60,212.571,3793.698,15.762,22.1,552.794,0.884,3.131,679,10.002,7234,106.561,,,4423,65.153,82243,3510927,51.718,1.211,99342,1.463,0.015,66.2
United Kingdom,2020-06-01,258983,1444,1476.143,37613,86,210,3814.969,21.271,21.744,554.061,1.267,3.093,652,9.604,7243,106.694,,,,,70648,3581534,52.758,1.041,88236,1.3,0.017,59.8
United Kingdom,2020-06-02,260453,1470,1449.143,37863,250,227,3836.623,21.654,21.347,557.744,3.683,3.344,636,9.369,7081,104.307,,,,,92299,3674232,54.124,1.36,90347,1.331,0.016,62.3
United Kingdom,2020-06-03,261802,1349,1383.429,38117,254,203,3856.494,19.872,20.379,561.485,3.742,2.99,602,8.868,6809,100.3,,,,,101885,3776246,55.626,1.501,93110,1.372,0.015,67.3
United Kingdom,2020-06-04,263040,1238,1312.286,38247,130,172.571,3874.731,18.236,19.331,563.4,1.915,2.542,571,8.411,6570,96.78,,,,,99484,3875730,57.092,1.465,92786,1.367,0.014,70.7
United Kingdom,2020-06-05,264150,1110,1255.429,38505,258,170.286,3891.082,16.351,18.493,567.201,3.8,2.508,554,8.161,6370,93.834,,,,,101961,3978661,58.608,1.502,92425,1.361,0.014,73.6
United Kingdom,2020-06-06,264944,794,1210.714,38648,143,168.714,3902.778,11.696,17.835,569.307,2.106,2.485,540,7.955,6140,90.446,,,,,93154,4072267,59.987,1.372,91940,1.354,0.013,75.9
United Kingdom,2020-06-07,265662,718,1160.429,38702,54,167.857,3913.355,10.577,17.094,570.103,0.795,2.473,515,7.586,5935,87.426,,,3757,55.343,86926,4159303,61.269,1.28,92625,1.364,0.013,79.8
United Kingdom,2020-06-08,266756,1094,1110.429,38749,47,162.286,3929.47,16.115,16.357,570.795,0.692,2.391,509,7.498,5923,87.249,,,,,69999,4264755,62.822,1.031,97603,1.438,0.011,87.9
United Kingdom,2020-06-09,267915,1159,1066,38946,197,154.714,3946.543,17.073,15.703,573.697,2.902,2.279,491,7.233,5728,84.377,,,,,93959,4359163,64.213,1.384,97847,1.441,0.011,91.8
United Kingdom,2020-06-10,269101,1186,1042.714,39110,164,141.857,3964.013,17.47,15.36,576.113,2.416,2.09,439,6.467,5468,80.547,,,,,101033,4460271,65.702,1.488,97718,1.439,0.011,93.7
United Kingdom,2020-06-11,270108,1007,1009.714,39186,76,134.143,3978.847,14.834,14.874,577.232,1.12,1.976,390,5.745,5177,76.26,,,,,101778,4563309,67.22,1.499,98226,1.447,0.01,97.3
United Kingdom,2020-06-12,271162,1054,1001.714,39317,131,116,3994.373,15.526,14.756,579.162,1.93,1.709,393,5.789,5087,74.934,,,,,98375,4663013,68.689,1.449,97765,1.44,0.01,97.6
